Unnamed: 0,ODT,RowID,platform.BAT.batteryCurrentDir,platform.BAT.batteryCurrent[0:2],platform.BAT.batteryVoltage[0:2],platform.EPS.switchVoltages[0:9],platform.EPS.switchCurrents[0:9],platform.EPS.actualSwitchStatesBitmap,platform.EPS.expectedSwitchStatesBitmap,platform.ADCS.busVoltages_2,platform.ADCS.busVoltages_1,platform.ADCS.busVoltages_0,platform.ADCS.busCurrents_2,platform.ADCS.busCurrents_1,platform.ADCS.busCurrents_0,platform.EPS.busCurrentDraws_1,platform.EPS.busCurrentDraws_0,platform.EPS.busCurrents_3,platform.EPS.busCurrents_2,platform.EPS.busCurrents_1,platform.EPS.busCurrents_0,platform.EPS.busVoltages_3,platform.EPS.busVoltages_2,platform.EPS.busVoltages_1,platform.EPS.busVoltages_0,platform.EPS.solarArrayVoltages_2,platform.EPS.solarArrayVoltages_1,platform.EPS.solarArrayVoltages_0,platform.EPS.solarArrayCurrents_4,platform.EPS.solarArrayCurrents_3,platform.EPS.solarArrayCurrents_2,platform.EPS.solarArrayCurrents_1,platform.EPS.solarArrayCurrents_0,platform.EPS.switchCurrents_9,platform.EPS.switchCurrents_8,platform.EPS.switchCurrents_7,platform.EPS.switchCurrents_6,platform.EPS.switchCurrents_5,platform.EPS.switchCurrents_4,platform.EPS.switchCurrents_3,platform.EPS.switchCurrents_2,platform.EPS.switchCurrents_1,platform.EPS.switchCurrents_0,platform.EPS.switchVoltages_9,platform.EPS.switchVoltages_8,platform.EPS.switchVoltages_7,platform.EPS.switchVoltages_6,platform.EPS.switchVoltages_5,platform.EPS.switchVoltages_4,platform.EPS.switchVoltages_3,platform.EPS.switchVoltages_2,platform.EPS.switchVoltages_1,platform.EPS.switchVoltages_0,platform.BAT.batteryVoltage_2,platform.BAT.batteryVoltage_1,platform.BAT.batteryVoltage_0,platform.BAT.batteryCurrent_2,platform.BAT.batteryCurrent_1,platform.BAT.batteryCurrent_0,platform.EPS.solarArrayCurrents[0:4],platform.EPS.solarArrayVoltages[0:2],platform.EPS.busVoltages[0:3],platform.EPS.busCurrents[0:3],platform.EPS.busCurrentDraws[0:1],platform.ADCS.busCurrents[0:2],platform.ADCS.busVoltages[0:2],platform.ADCS.sensorCurrent,platform.ADCS.mtqCurrent,platform.CMC.current3V3,platform.CMC.current5V,platform.CMC.voltage3V3,platform.CMC.voltage5V,obsw.platform.obc.TelemetryADCA.channelOutput[3],obsw.platform.obc.TelemetryADCA.channelOutput[0],obsw.platform.obc.TelemetryADCA.channelOutput[1],obsw.platform.obc.TelemetryADCA.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[0],obsw.platform.obc.TelemetryADCB.channelOutput[1],obsw.platform.obc.TelemetryADCB.channelOutput[2],obsw.platform.obc.TelemetryADCB.channelOutput[3],obsw.platform.obc.TelemetryADCC.channelOutput[1],obsw.platform.obc.TelemetryADCC.channelOutput[2],obsw.platform.obc.TelemetryADCC.channelOutput[5],obsw.platform.obc.TelemetryADCB.channelOutput[4],obsw.platform.obc.TelemetryADCC.channelOutput[6],obsw.platform.obc.TelemetryADCB.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[4],obsw.platform.obc.TelemetryADCB.channelOutput[6],obsw.platform.obc.TelemetryADCA.channelOutput[5],obsw.platform.obc.TelemetryADCC.channelOutput[3],cdh.telemetry.DataPool.paramValid
1999,8495212,141213,0,32514067,812478349,2478300293701328253773416450,2477091370187556636430698497,128,0,619,568,513,158,129,1008,7,4,2,22,37,8,384,632,777,904,1,1,1,896,425,4,1,1,1,2,2,5,2,2,4,2,1,2,2,2,577,2,2,2,2,2,2,2,909,859,774,19,8,31,1100590000000.0,1049601,971478000000.0,8628754434,4103,69277900000000.0,141165000000000.0,7500,320,17880,65501,1259,829,2145,2139,1141,3358,3349,451,3344,318,4,3,2160,25,3379,5,2318,34,2437,2301,11111111111111111111
2000,8495271,141214,0,31465491,812477325,3716240332986708528658909187,2478300297160092770212251650,128,0,856,646,513,1003,641,884,7,4,2,22,37,8,384,632,777,904,1,1,1,896,425,4,1,1,2,2,2,5,2,2,5,2,2,2,3,2,564,2,2,2,2,2,2,3,909,858,774,19,8,30,1100590000000.0,1049601,971478000000.0,8628754434,4103,60791100000000.0,141186000000000.0,6762,232,17880,65501,1259,829,2144,2139,1142,3358,3349,451,3344,318,4,3,2159,25,3379,4,2304,34,2438,2300,11111111111111111111
2001,8495331,141215,0,32514067,812477324,2478300293701328253758736386,1240360257874712495313127426,128,0,7,665,512,69,417,514,8,4,2,22,37,9,960,584,778,904,1,1,1,896,425,4,1,1,2,2,2,5,2,2,5,2,2,1,2,2,563,2,2,2,2,2,2,2,908,858,774,19,8,31,1100590000000.0,1049601,971479000000.0,9702496258,4104,70699600000000.0,140916000000000.0,8699,192,17892,65501,1259,829,2143,2138,1141,3358,3349,452,3344,317,4,3,2158,26,3379,4,2316,34,2437,2299,11111111111111111111
2002,8495391,141216,0,32514067,812478348,2478300293701328253772367874,2478300297160092770212251650,128,0,53,922,512,90,2,994,7,4,2,22,37,8,384,632,777,904,1,1,1,896,425,4,1,1,2,2,2,5,2,2,5,2,2,2,2,2,576,2,2,2,2,2,2,2,908,859,774,19,8,31,1100590000000.0,1049601,971478000000.0,8628754434,4103,68307300000000.0,140985000000000.0,9192,283,17892,65501,1259,829,2143,2138,1141,3358,3349,451,3344,317,4,3,2157,26,3379,4,2316,34,2437,2299,11111111111111111111
2003,8495451,141217,0,32514067,812478348,2478300293701328253770270722,2478300296007171265605404674,128,0,537,888,512,629,384,518,7,4,2,22,37,8,384,632,777,904,1,1,1,896,425,4,1,1,2,2,2,5,2,2,4,2,2,2,2,2,574,2,2,2,2,2,2,2,908,859,774,19,8,31,1100590000000.0,1049601,971478000000.0,8628754434,4103,71245000000000.0,140976000000000.0,9237,497,17880,65501,1259,829,2142,2137,1145,3358,3349,451,3344,317,4,3,2156,25,3379,4,2307,33,2436,2304,11111111111111111111
2004,8495512,141218,0,32514067,812478347,2478300293701328253770270722,2478300297160092770212251650,128,0,391,985,512,272,257,1003,7,4,2,22,37,9,256,380,777,903,1,1,1,256,884,2,1,2,2,2,2,5,2,2,5,2,2,2,2,2,574,2,2,2,2,2,2,2,907,859,774,19,8,31,2200100000000.0,1049601,970404000000.0,9702496258,4103,68942900000000.0,141002000000000.0,8387,582,17880,65501,1259,829,2141,2136,1142,3358,3349,451,3344,318,4,3,2156,26,3379,4,2305,34,2437,2303,11111111111111111111
2005,8495571,141219,0,32514067,812477323,2478300293701328253757687810,2478300297160092770212251650,128,0,326,423,513,871,896,586,7,4,2,22,37,8,256,380,777,903,1,1,1,256,884,2,1,2,2,2,2,5,2,2,5,2,2,2,2,2,562,2,2,2,2,2,2,2,907,858,774,19,8,31,2200100000000.0,1049601,970404000000.0,8628754434,4103,80659600000000.0,141126000000000.0,9294,664,17880,65501,1259,829,2141,2136,1144,3358,3350,451,3344,318,4,3,2155,25,3379,4,2305,34,2437,2302,11111111111111111111
2006,8495631,141220,0,32514068,812478347,3716240332986708528669394946,2478300297160092770212251650,128,0,79,535,513,979,864,547,7,4,2,23,37,8,256,380,777,903,1,1,1,896,425,4,1,1,2,2,2,5,2,2,5,2,2,2,2,2,574,2,2,2,2,2,2,3,907,859,774,20,8,31,1100590000000.0,1049601,970404000000.0,8628755458,4103,75295200000000.0,141156000000000.0,9222,233,17868,65501,1259,829,2140,2135,1140,3358,3349,451,3344,317,4,3,2155,25,3379,5,2314,34,2437,2296,11111111111111111111
2007,8495691,141221,0,32514067,812477322,3716240332986708528655763458,2478300296007171265605404674,128,0,694,601,512,71,385,519,7,4,2,22,37,9,256,33,779,902,1,2,1,256,884,2,1,2,2,2,2,5,2,2,4,2,2,2,2,2,561,2,2,2,2,2,2,3,906,858,774,19,8,31,2200100000000.0,1050625,969332000000.0,9702496258,4103,71382500000000.0,140899000000000.0,8468,249,17868,65501,1259,829,2140,2134,1139,3358,3350,451,3344,318,5,3,2154,26,3378,5,2309,34,2437,2306,11111111111111111111
2008,8495751,141222,0,32514067,812477322,2478300293701328253756639234,2478300296007171265605404674,128,0,573,311,513,9,1,569,8,4,2,22,37,9,704,80,778,902,1,1,1,896,425,4,1,1,2,2,2,5,2,2,4,2,2,2,2,2,561,2,2,2,2,2,2,2,906,858,774,19,8,31,1100590000000.0,1049601,969331000000.0,9702496258,4104,78202900000000.0,141096000000000.0,8052,219,17856,65501,1259,829,2139,2134,1142,3358,3349,451,3343,318,5,3,2153,26,3378,4,2314,34,2438,2297,11111111111111111111
2009,8495812,141223,0,32514067,812477323,2478300293701328253756639234,2478300297160092770212251650,128,0,774,966,512,773,800,550,7,4,2,22,37,9,704,80,778,902,1,1,1,896,425,4,1,1,2,2,2,5,2,2,5,2,2,2,2,2,561,2,2,2,2,2,2,2,907,858,774,19,8,31,1100590000000.0,1049601,969331000000.0,9702496258,4103,75698900000000.0,140997000000000.0,8989,586,17845,65501,1259,829,2138,2133,1143,3358,3348,451,3344,318,4,3,2152,25,3378,5,2304,34,2437,2301,11111111111111111111
2010,8495871,141224,0,32514067,812478346,3715031407167093899480008706,2478300297158966870305409026,128,0,427,408,513,627,992,541,8,4,2,23,37,9,576,852,777,901,1,1,1,896,425,4,1,1,2,2,2,5,2,1,5,2,2,2,2,2,560,2,2,2,2,2,1,3,906,859,774,19,8,31,1100590000000.0,1049601,968257000000.0,9702497282,4104,74487700000000.0,141122000000000.0,7100,341,17845,65501,1259,829,2138,2133,1140,3358,3349,451,3343,318,3,3,2151,26,3378,5,2309,33,2437,2292,11111111111111111111
2011,8495931,141225,0,32514068,812478346,3716240332986708528655763458,2478300297160092770212251650,128,0,876,945,1023,274,322,969,7,4,2,22,37,9,576,852,777,901,2,1,1,896,425,4,1,1,2,2,2,5,2,2,5,2,2,2,2,2,561,2,2,2,2,2,2,3,906,859,774,20,8,31,1100590000000.0,1049602,968257000000.0,9702496258,4103,66610800000000.0,140727000000000.0,6480,228,17833,65501,1259,829,2137,2132,1141,3358,3349,452,3344,318,4,3,2151,25,3377,5,2311,33,2437,2293,11111111111111111111
2012,8495991,141226,0,32514067,812477322,2478300293701328253768173570,2478300297160092770212251650,128,0,354,199,512,483,96,543,7,4,2,22,37,9,128,805,778,901,1,1,1,896,425,4,1,1,2,2,2,5,2,2,5,2,2,2,2,2,572,2,2,2,2,2,2,2,906,858,774,19,8,31,1100590000000.0,1049601,968258000000.0,9702496258,4103,74642300000000.0,140791000000000.0,8242,428,17821,65501,1259,829,2136,2132,1142,3357,3349,451,3343,318,4,3,2150,25,3378,5,2314,34,2437,2297,11111111111111111111
2013,8496051,141227,0,32514067,812477321,2478300293701328253768173570,2478300296007171265605404674,128,0,774,966,512,240,194,984,8,4,2,22,37,8,576,852,777,901,1,1,1,896,425,4,1,1,2,2,2,5,2,2,4,2,2,2,2,2,572,2,2,2,2,2,2,2,905,858,774,19,8,31,1100590000000.0,1049601,968257000000.0,8628754434,4104,67633000000000.0,140997000000000.0,9165,337,17821,65501,1259,829,2136,2131,1141,3357,3349,450,3344,318,5,3,2150,25,3377,4,2316,34,2438,2299,11111111111111111111
2014,8496112,141228,0,32514067,812478345,2478300293701328252681848834,2478300297160092770212251650,128,0,482,136,513,40,929,529,7,4,2,22,37,8,576,852,777,901,2,1,2,896,425,4,1,1,2,2,2,5,2,2,5,2,2,2,2,2,560,1,2,2,2,2,2,2,905,859,774,19,8,31,1100590000000.0,2098178,968257000000.0,8628754434,4103,72829900000000.0,141049000000000.0,9081,201,17809,65501,1259,829,2135,2131,1140,3357,3349,450,3344,318,4,3,2152,25,3377,4,2311,33,2437,2294,11111111111111111111
2015,8496171,141229,0,32514067,812477321,3716240332986707429154621442,2478300297160092770212251650,128,0,712,561,1022,157,258,964,7,4,2,23,37,8,576,852,777,901,1,1,1,896,425,4,1,1,2,2,2,5,2,2,5,2,2,2,2,2,571,2,1,2,2,2,2,3,905,858,774,19,8,31,1100590000000.0,1049601,968257000000.0,8628755458,4103,66262900000000.0,140538000000000.0,6199,315,17797,65501,1259,829,2135,2130,1143,3357,3349,451,3344,317,3,3,2151,26,3377,5,2316,34,2438,2299,11111111111111111111
2016,8496231,141230,0,32514067,812477320,2478300293701328253767124994,2478300296007171265605404674,128,0,381,151,513,570,128,530,7,4,2,22,37,8,576,852,777,901,1,1,1,896,425,4,1,1,2,2,2,5,2,2,4,2,2,2,2,2,571,2,2,2,2,2,2,2,904,858,774,19,8,31,1100590000000.0,1049601,968257000000.0,8628754434,4103,72859900000000.0,141053000000000.0,9027,376,17785,65501,1259,829,2134,2129,1143,3357,3349,450,3343,318,4,3,2150,25,3376,5,2302,33,2438,2300,11111111111111111111
2017,8496291,141231,0,32514067,812477320,2478300293701328253767124994,2477091371340478141037545473,128,0,34,617,513,999,896,583,8,4,2,22,37,9,448,600,777,900,1,1,1,896,425,4,1,1,1,2,2,5,2,2,5,2,1,2,2,2,571,2,2,2,2,2,2,2,904,858,774,19,8,31,1100590000000.0,1049601,967183000000.0,9702496258,4104,80247300000000.0,141178000000000.0,9339,377,17785,65501,1259,829,2134,2129,1141,3357,3349,451,3344,318,4,3,2149,26,3380,5,2318,33,2438,2300,11111111111111111111
2018,8496351,141232,0,32514067,812478345,3715031407167093899490494466,2478300296007171265605404674,128,0,765,471,513,326,66,1014,7,4,2,22,37,9,448,600,777,900,1,1,1,896,425,4,1,1,2,2,2,5,2,2,4,2,2,2,2,2,570,2,2,2,2,2,1,3,905,859,774,19,8,31,1100590000000.0,1049601,967183000000.0,9702496258,4103,69686000000000.0,141139000000000.0,7650,490,17773,65501,1259,829,2133,2128,1140,3358,3349,450,3343,318,4,3,2148,26,3380,5,2314,34,2437,2297,11111111111111111111
2019,8496412,141233,0,32514067,812477320,2478300293701328253766076418,2478300296007171265605404674,128,0,143,752,1023,572,832,520,7,4,2,22,37,8,896,300,778,899,1,1,1,896,425,4,1,1,2,2,2,5,2,2,4,2,2,2,2,2,570,2,2,2,2,2,2,2,904,858,774,19,8,31,1100590000000.0,1049601,966110000000.0,8628754434,4103,71580000000000.0,140701000000000.0,8195,1036,17761,65501,1259,829,2132,2127,1140,3357,3349,451,3344,318,4,3,2148,25,3379,4,2318,33,2437,2301,11111111111111111111
2020,8496471,141234,0,32514068,812478344,2478300293701328253753493506,2477091370187556636430698498,128,0,216,967,513,1014,672,523,7,4,2,22,37,8,896,300,778,899,1,1,2,896,425,4,1,1,2,2,2,5,2,2,4,2,1,2,2,2,558,2,2,2,2,2,2,2,904,859,774,20,8,31,1100590000000.0,2098177,966110000000.0,8628754434,4103,71970900000000.0,141272000000000.0,8544,344,17749,65501,1259,829,2132,2127,1140,3357,3349,450,3343,318,4,3,2147,26,3379,5,2317,34,2437,2300,11111111111111111111
2021,8496531,141235,0,32514067,812478343,3716239152395087811241314306,2478300296007171265605404674,128,0,856,646,513,440,896,513,7,4,2,22,37,9,896,300,778,899,1,1,1,896,425,4,1,1,2,2,2,5,2,2,4,2,2,2,2,2,558,2,2,2,2,1,2,3,903,859,774,19,8,31,1100590000000.0,1049601,966110000000.0,9702496258,4103,70626500000000.0,141186000000000.0,5589,177,17737,65501,1259,829,2131,2126,1138,3357,3349,450,3343,318,4,3,2145,25,3379,4,2309,34,2437,2292,11111111111111111111
2022,8496591,141236,0,32514067,812478343,2478300293701328253765027842,2477091371340478141037545474,128,0,1004,367,1022,435,352,575,7,4,2,22,37,8,448,253,779,899,1,2,1,896,425,4,1,1,2,2,2,5,2,2,5,2,1,2,2,2,569,2,2,2,2,2,2,2,903,859,774,19,8,31,1100590000000.0,1050625,966111000000.0,8628754434,4103,79074700000000.0,140512000000000.0,8246,949,17737,65501,1259,829,2130,2126,1140,3357,3349,450,3344,318,4,3,2146,26,3378,5,2304,34,2437,2301,11111111111111111111
2023,8496651,141237,0,32514067,812478343,2478300293701328253765027842,2478300297160092770212251650,128,0,417,77,1022,738,704,560,8,4,2,23,37,8,768,48,778,898,1,1,1,896,425,4,1,1,2,2,2,5,2,2,5,2,2,2,2,2,569,2,2,2,2,2,2,2,903,859,774,19,8,31,1100590000000.0,1049601,965036000000.0,8628755458,4104,77060400000000.0,140473000000000.0,9002,184,17725,65501,1259,829,2130,2125,1139,3357,3349,451,3344,317,4,3,2145,26,3378,5,2315,34,2436,2298,11111111111111111111
2024,8496712,141238,0,32514067,812478342,2478300293701328253752444930,2477091371340478141037545474,128,0,216,967,513,787,224,581,8,4,2,22,37,8,768,48,778,898,1,1,1,896,425,4,1,1,2,2,2,5,2,2,5,2,1,2,2,2,557,2,2,2,2,2,2,2,902,859,774,19,8,31,1100590000000.0,1049601,965036000000.0,8628754434,4104,79882200000000.0,141272000000000.0,5679,610,17714,65501,1259,829,2130,2125,1137,3357,3349,450,3343,318,4,3,2144,26,3378,5,2315,34,2436,2297,11111111111111111111
2025,8496831,141240,0,32514068,812478342,3716240332985582628744726530,2478300297160092770212251650,128,0,866,456,513,968,352,527,8,4,2,22,37,8,768,48,778,898,1,1,2,896,425,4,1,1,2,2,2,5,2,2,5,2,2,2,2,2,557,2,2,1,2,2,2,3,902,859,774,20,8,31,1100590000000.0,2098177,965036000000.0,8628754434,4104,72477700000000.0,141135000000000.0,7528,487,17690,65501,1259,829,2128,2124,1136,3357,3349,450,3343,318,3,3,2142,26,3378,4,2311,34,2436,2294,11111111111111111111
2026,8496891,141241,0,31465492,812478342,3716240332986708528651569154,2478300297160092770212251650,128,0,79,535,513,121,641,525,7,4,2,23,37,9,768,48,778,898,1,3,6,0,471,46,17,17,2,2,2,5,2,2,5,2,2,2,2,2,557,2,2,2,2,2,2,3,902,859,774,20,8,30,18710000000000.0,6294529,965036000000.0,9702497282,4103,72241500000000.0,141156000000000.0,6201,906,17690,65501,1259,829,2128,2123,1136,3357,3349,450,3344,318,3,3,2142,26,3378,5,2308,34,2437,2291,11111111111111111111
2027,8496951,141242,0,32514068,812478342,3716240332986708528664152066,2478300297160092770212251650,128,0,518,583,513,875,704,539,8,4,2,22,37,8,192,773,778,897,4,35,2,0,282,357,1,1,2,2,2,5,2,2,5,2,2,2,2,2,569,2,2,2,2,2,2,3,902,859,774,20,8,31,1100960000000.0,2132996,963963000000.0,8628754434,4104,74174200000000.0,141169000000000.0,9090,196,17666,65501,1258,829,2127,2122,1138,3357,3349,450,3343,318,3,3,2141,25,3377,5,2303,33,2437,2300,11111111111111111111
2028,8497012,141243,0,31465486,812477319,2478300293701328253751396354,2478300297160092770212251650,128,0,674,296,513,56,321,565,8,4,2,22,37,9,448,600,777,900,249,361,260,640,404,61,2,5,2,2,2,5,2,2,5,2,2,2,2,2,556,2,2,2,2,2,2,2,903,858,774,14,8,30,5499770000000.0,272999673,967183000000.0,9702496258,4104,77696100000000.0,141092000000000.0,8203,570,17666,65501,1258,829,2132,2127,1134,3357,3348,450,3343,318,3,3,2146,26,3377,5,2313,34,2436,2296,11111111111111111111
2029,8497071,141244,1,31465480,811428748,2478299113109706436829513730,2478300297160092770212251650,128,0,966,102,513,554,288,523,7,4,2,24,37,9,384,632,777,904,16,366,377,768,13,122,132,5,2,2,2,5,2,2,5,2,2,2,2,2,557,2,1,2,2,1,2,2,908,858,773,8,8,30,5639420000000.0,395687952,971478000000.0,9702498306,4103,71919300000000.0,141040000000000.0,6000,634,17654,65501,1258,828,2145,2140,1129,3357,3349,449,3344,318,3,3,2159,26,3377,5,2314,34,2437,2297,11111111111111111111
2030,8497131,141245,1,32514061,811428750,2478300293701328253763979266,2478300297160092770212251650,128,0,7,665,512,919,833,921,7,4,2,22,37,8,192,412,777,907,9,322,379,256,226,1023,283,5,2,2,2,5,2,2,5,2,2,2,2,2,568,2,2,2,2,2,2,2,910,858,773,13,8,31,5802500000000.0,397740041,974699000000.0,8628754434,4103,63346600000000.0,140916000000000.0,7652,814,17630,65501,1258,828,2151,2145,1134,3357,3349,449,3343,318,3,3,2164,26,3377,5,2306,34,2436,2304,11111111111111111111
2031,8497191,141246,1,32514068,812477330,3716240332986707429151475714,2477091370187556636430698498,128,0,53,922,512,527,0,563,8,4,2,22,37,9,448,916,777,909,27,372,370,128,292,1022,163,5,2,2,2,5,2,2,4,2,1,2,2,2,568,2,1,2,2,2,2,3,914,858,774,20,8,31,5673650000000.0,388354075,976847000000.0,9702496258,4104,77378200000000.0,140985000000000.0,5770,831,17618,65501,1258,828,2156,2151,1126,3357,3349,449,3343,318,3,3,2171,27,3376,5,2302,33,2436,2300,11111111111111111111
2032,8497251,141247,1,32514068,811428750,2478300293701328253751396354,2478300297160092770212251650,128,0,89,345,513,564,64,558,8,4,2,23,37,9,640,112,778,906,244,370,262,768,620,0,3,5,2,2,2,5,2,2,5,2,2,2,2,2,556,2,2,2,2,2,2,2,910,858,773,20,8,31,5500780000000.0,275106036,973626000000.0,9702497282,4104,76699600000000.0,141105000000000.0,9169,168,17606,65501,1258,829,2148,2143,1130,3357,3350,450,3343,318,4,3,2164,26,3376,5,2303,34,2437,2300,11111111111111111111
2033,8497312,141248,0,31465487,812477322,2478300293701328252678703106,2478300297160092770212251649,128,0,876,945,1023,821,256,1020,7,4,2,23,37,8,576,852,777,901,718,353,261,896,178,4,2,5,1,2,2,5,2,2,5,2,2,2,2,2,557,1,2,2,2,2,2,2,906,858,774,15,8,30,5499710000000.0,274040526,968257000000.0,8628755458,4103,70111100000000.0,140727000000000.0,8815,87,17595,65501,1258,829,2135,2130,1130,3357,3349,450,3343,318,4,3,2151,26,3376,5,2310,34,2436,2296,11111111111111111111
2034,8497371,141249,0,31465491,813526919,3715031407167093899488397314,2478300297160092770212251650,128,0,683,791,512,113,609,548,7,4,2,23,37,8,320,1,779,898,252,327,260,768,620,0,3,5,2,2,2,5,2,2,5,2,2,2,2,2,568,2,2,2,2,2,1,3,903,859,775,19,8,30,5500780000000.0,272964860,965037000000.0,8628755458,4103,75398300000000.0,140950000000000.0,6426,932,17606,65501,1259,829,2130,2125,1140,3357,3349,449,3344,318,4,3,2146,26,3379,4,2305,34,2437,2306,11111111111111111111
2035,8497431,141250,1,31466502,812477324,2478300293701327154252351490,2478300297160092770212251650,128,0,537,888,512,966,384,522,8,4,2,23,37,9,512,884,777,905,208,361,363,896,421,1021,51,5,2,2,2,5,2,2,5,2,2,2,2,2,568,2,1,2,2,2,2,2,908,858,774,6,9,30,5553390000000.0,381002960,972552000000.0,9702497282,4104,71794800000000.0,140976000000000.0,8643,144,17583,65501,1258,828,2146,2141,1129,3357,3349,449,3343,318,4,3,2161,26,3379,5,2305,33,2437,2303,11111111111111111111
2036,8497491,141251,1,32514072,811427730,2478300293701328252690237442,2478300297160092770212251650,128,0,528,393,513,810,672,593,7,4,2,23,37,13,128,444,777,911,717,371,344,640,306,4,18,5,2,2,2,5,2,2,5,2,2,2,2,2,568,1,2,2,2,2,2,2,914,857,773,24,8,31,5516890000000.0,361090765,978994000000.0,13997464578,4103,81591600000000.0,141118000000000.0,6613,386,17583,65501,1258,828,2144,2138,1125,3357,3349,449,3343,318,3,3,2157,26,3379,5,2312,33,2437,2295,11111111111111111111
2037,8497551,141252,1,32514072,811428756,2478299113109707536352675842,1240360257874712495313127426,128,0,967,441,513,384,864,549,8,5,2,22,36,8,576,144,778,910,823,362,335,128,652,6,12,5,2,2,2,5,2,2,5,2,2,1,2,2,568,2,2,2,2,1,2,2,916,858,773,24,8,31,5510450000000.0,351644471,977921000000.0,8627705858,5128,75570000000000.0,141131000000000.0,9050,702,17583,65501,1258,828,2160,2155,1125,3357,3348,448,3343,318,4,3,2175,27,3379,5,2306,34,2436,2303,11111111111111111111
2038,8497612,141253,1,31465478,811428756,2478300293701327153160783874,2477091371340478141037545474,128,0,557,169,512,793,576,567,7,4,2,22,37,8,128,444,777,911,835,367,264,256,467,235,4,5,2,2,2,5,2,2,5,2,1,2,2,2,551,1,1,2,2,2,2,2,916,858,773,6,8,30,5502100000000.0,277200707,978994000000.0,8628754434,4103,78005300000000.0,140783000000000.0,7897,929,17583,65501,1258,828,2162,2157,1121,3357,3349,449,3343,318,4,3,2177,26,3379,5,2314,34,2436,2297,11111111111111111111
2039,8497671,141254,1,32514070,811428756,2478300293701328253749299202,2478300297160092770212251650,128,0,53,922,512,784,480,523,8,4,2,22,37,9,256,696,777,912,806,415,346,128,905,354,32,5,2,2,2,5,2,2,5,2,2,2,2,2,554,2,2,2,2,2,2,2,916,858,773,22,8,31,5532290000000.0,363233062,980068000000.0,9702496258,4104,71945100000000.0,140985000000000.0,6613,516,17595,65501,1258,828,2163,2157,1120,3357,3348,450,3343,318,4,3,2177,27,3379,5,2312,33,2437,2295,11111111111111111111
2040,8497731,141255,1,31465494,811428756,3716240332986708528638986242,2478300297160092770212251650,128,0,455,184,512,969,608,546,8,4,2,22,37,8,256,696,777,912,789,400,405,640,927,55,322,4,2,2,2,5,2,2,5,2,2,2,2,2,545,2,2,2,2,2,2,3,916,858,773,22,8,30,4743850000000.0,425083669,980068000000.0,8628754434,4104,75123400000000.0,140787000000000.0,8648,252,17595,65501,1258,828,2163,2157,1119,3357,3349,449,3343,318,4,3,2178,26,3379,4,2310,33,2437,2293,11111111111111111111
2041,8497791,141256,1,31465493,812477332,2478300293701328253740910594,2478300297160092770212251650,128,0,676,114,1022,97,770,956,7,4,2,22,36,8,256,696,777,912,252,433,396,768,11,5,216,4,2,2,2,5,2,2,5,2,2,2,2,2,546,2,2,2,2,2,2,2,916,858,774,21,8,30,4629980000000.0,415679740,980068000000.0,8627705858,4103,65747500000000.0,140478000000000.0,7825,394,17595,65501,1258,828,2163,2158,1122,3357,3349,449,3343,318,4,3,2178,27,3379,5,2305,34,2437,2302,11111111111111111111
2042,8497851,141257,1,32514068,811428756,3716240332986708528642131970,2478300297160092770212251650,128,0,1003,888,513,592,705,1014,7,4,2,23,37,9,256,696,777,912,834,422,351,0,626,4,58,5,2,2,2,5,2,2,5,2,2,2,2,2,548,2,2,2,2,2,2,3,916,858,773,20,8,31,5559840000000.0,368483138,980068000000.0,9702497282,4103,69728900000000.0,141251000000000.0,8520,823,17606,65501,1258,828,2163,2157,1119,3358,3349,449,3344,318,4,3,2178,27,3379,5,2315,34,2437,2298,11111111111111111111
2043,8497912,141258,1,31465491,812477332,2478300293701328253744056322,2478300297160092770212251650,128,0,911,374,513,261,961,934,8,4,2,22,37,8,576,144,778,910,815,430,349,0,894,11,72,5,2,2,2,5,2,2,5,2,2,2,2,2,549,2,2,2,2,2,2,2,916,858,774,19,8,30,5574880000000.0,366394159,977921000000.0,8628754434,4104,64248500000000.0,141113000000000.0,8809,107,17595,65501,1258,828,2163,2157,1120,3357,3349,449,3343,318,4,3,2178,26,3378,5,2317,34,2437,2299,11111111111111111111
2044,8497971,141259,1,32514066,811429780,2478300293701328253754542082,2478300297160092770212251650,128,0,235,248,513,628,672,532,7,4,2,23,37,8,256,696,777,912,707,343,384,512,0,63,55,5,2,2,2,5,2,2,5,2,2,2,2,2,559,2,2,2,2,2,2,2,916,859,773,18,8,31,5556680000000.0,403005123,980068000000.0,8628755458,4103,73207800000000.0,141079000000000.0,8144,135,17606,65501,1258,828,2163,2157,1121,3357,3349,449,3344,318,4,3,2173,26,3379,4,2315,34,2436,2300,11111111111111111111
2045,8498031,141260,1,31465490,812476308,3715031407167093899466377218,2478300297160092770212251650,128,0,89,345,513,107,737,528,8,4,2,23,37,8,832,648,778,912,833,412,335,256,402,247,6,5,2,2,2,5,2,2,5,2,2,2,2,2,547,2,2,2,2,2,1,3,916,857,774,18,8,30,5504260000000.0,351695681,980069000000.0,8628755458,4104,72666700000000.0,141105000000000.0,6267,181,17606,65501,1258,828,2163,2158,1118,3357,3349,449,3343,318,4,3,2178,26,3379,5,2308,34,2438,2294,11111111111111111111
